,Publisher,Published,Total Citations,Average Citations,Top 3 Papers
842,Regional Euro-Asian Biological Invasions Centre,1,12.0,12.0,"1. Correcting misidentifications and first confirmation of the globally-invasive Physa acuta Draparnaud, 1805 (Gastropoda: Physidae) in Thailand and Laos (12.0 cites)"
333,Engineering and Technology Publishing,4,12.0,3.0,"1. Readiness of applying big data technology for construction management in Thai public sector (6.0 cites)
2. Achieving higher full-diversity gain of downlink STBC-MIMO SCMA system (3.0 cites)
3. Hindrance of applying big data technology for construction management in Thai Government (2.0 cites)"
417,HARD Publishing Company,1,12.0,12.0,1. Estimating anticipated performance index and air pollution tolerance index of some trees and ornamental plant species for the construction of green belts (12.0 cites)
688,Maejo University,7,11.0,1.5714285714285714,"1. Montmorillonite/carboxymethylcellulose-composite hydrogel beads as biodegradable adsorbent for dye removal (4.0 cites)
2. Morphology and histology of female reproductive tract of the dog-faced water snake cerberus rynchops (Schneider, 1799) (3.0 cites)
3. Amyloid-β aggregation inhibitors from Clerodendrum inerme L. Gaertn (1.0 cites)"
786,Paulus Editora,7,11.0,1.5714285714285714,"1. Comparative study of travel behavior between Thai and Japanese informal transport users: A case study of silor services in the Sukhumvit area (4.0 cites)
2. Identifying misinformation on twitter with a support vector machine (4.0 cites)
3. Fast obstacle detection system for the blind using depth image and machine learning (2.0 cites)"
757,Neural information processing systems foundation,2,11.0,5.5,"1. The route to chaos in routing games: When is price of anarchy too optimistic? (10.0 cites)
2. Set Prediction in the Latent Space (1.0 cites)"
34,African Field Epidemiology Network,6,11.0,1.8333333333333333,"1. Knowledge, skills and competency retention among health workers one year after completing helping babies breathe training in south Sudan (7.0 cites)
2. Clinical characteristics and treatment outcomes in acromegaly, a retrospective single-center case series from thailand (2.0 cites)
3. Macroprolactinemia in patients with hyperprolactinemia: An experience from a single tertiary center (1.0 cites)"
258,Croatian Veterinary Institute,5,11.0,2.2,"1. Comparison of egg yolk-based and soybean lecithin-based extenders for cryopreservation of boar semen (4.0 cites)
2. Conception rates following an Ovsynch and fixed-time insemination protocol with progesterone inclusion in cyclic dairy cows during the warm and cold seasons (2.0 cites)
3. Determination of the optimal concentration of Minitube Equex paste for boar semen cryopreservation based on sperm motility characteristics (2.0 cites)"
137,Atlantis Press,2,11.0,5.5,"1. A new approach for low-dimensional constrained engineering design optimization using design and analysis of simulation experiments (9.0 cites)
2. Assessing risk of security non-compliance of banking security requirements based on attack patterns (2.0 cites)"
933,Southeast Asian Geotechnical Society,1,11.0,11.0,1. Strength and stiffness parameters of Bangkok clays for finite element analysis (11.0 cites)
393,General Jonas Zemaitis Military Academy of Lithuania,6,11.0,1.8333333333333333,"1. Entrepreneurial orientation and the smes performance in Thailand: The mediating role of strategic orientations (4.0 cites)
2. Disastrous impact of corruption, political instability and expropriation risk on quality of education: Evidence from Asian countries (3.0 cites)
3. Determinants of quality education in asian countries: Impact of social globalization, happiness and research and development (2.0 cites)"
356,Faculdade De Odontologia De Bauru,2,11.0,5.5,"1. A standardized extract of centella asiatica (Eca 233) prevents temporomandibular joint osteoarthritis by modulating the expression of local inflammatory mediators in mice (6.0 cites)
2. Cleidocranial dysplasia and novel RUNX2 variants: dental, craniofacial, and osseous manifestations (5.0 cites)"
532,International Society for Horticultural Science,13,11.0,0.8461538461538461,"1. Antioxidant of green tea and pickle tea product, miang, from northern Thailand (5.0 cites)
2. Changes in chemical composition, minerals, total phenolic compounds and antioxidant activities during germination of sunflower sprout (3.0 cites)
3. Effects of calcium silicate and proline-induced salt tolerance on the in vitro propagation of Dendrobium Sonia ‘Red Jo’ (2.0 cites)"
8,AOS-Estratagia and Inovacao,2,11.0,5.5,"1. UNDERSTANDING DIGITAL SOCIAL RESPONSIBILITY IN THE SOCIAL MEDIA CONTEXT: EVIDENCE FROM THAILAND COMPRENSIÓN DE LA RESPONSABILIDAD SOCIAL DIGITAL EN EL CONTEXTO DE LAS REDES SOCIALES: EVIDENCIA DE TAILANDIA (9.0 cites)
2. NEW NORMAL TOURISM BEHAVIOR OF FREE INDEPENDENT TRAVELERS IN THE COVID-19 PANDEMIC NOVO COMPORTAMENTO TURÍSTICO NORMAL DE VIAJANTES LIVRES E INDEPENDENTES NA PANDEMIA DA COVID-19 NUEVO COMPORTAMIENTO TURÍSTICO NORMAL DE LOS VIAJEROS INDEPENDIENTES LIBRES EN LA PANDEMIA DE COVID-19 (2.0 cites)"
430,Human Kinetics Publishers Inc.,4,11.0,2.75,"1. Four square step test with foam is more accurate than those without foam for discriminating between older adults with and without fall history (7.0 cites)
2. Mega Sporting Events and Inward Foreign Direct Investment: An Investigation of the Differences Among the Types of Sporting Events and Host Countries (2.0 cites)
3. Social Cognitive and Ecological Factors Influence Physical Activity Among Thai Adolescents (1.0 cites)"
510,International Institute for the Science of Sintering (IISS),1,11.0,11.0,1. Enhancing physical-thermal-mechanical properties of fired clay bricks by eggshell as a bio-filler and flux (11.0 cites)
476,"Institute of Electronics, Information and Communication, Engineers, IEICE",1,11.0,11.0,1. Improving Thai word and sentence segmentation using linguistic knowledge (11.0 cites)
2,ACG Publications,2,11.0,5.5,"1. Wound healing effect of flavonoid glycosides from Afgekia mahidolae B.L.Burtt & Chermsir. leaves (7.0 cites)
2. Bioassay-guided isolation of topoisomerase Ι poison from paphiopedilum callosum (Rchb.f.) stein (4.0 cites)"
1032,University of Agriculture,3,10.0,3.3333333333333335,"1. Kiss1 mRNA and its protein distribution in preoptic and arcuate hypothalamic nuclei in pre-pubertal female swamp buffaloes (5.0 cites)
2. Occurrence and molecular characterization of shiga toxin-producing escherichia coli isolates recovered from cattle and goat meat obtained from retail meat shops in Rawalpindi and Islamabad, Pakistan (4.0 cites)
3. Effect of thermal processing and ingredients on egg yolk quality (1.0 cites)"
1103,Zoological Society of Japan,1,10.0,10.0,1. Two New Species of Ansonia from Thailand (Anura: Bufonidae) (10.0 cites)
464,Informing Science Institute,1,10.0,10.0,1. Assessing ESL learners' online learning self-efficacy in Thailand: Are they ready? (10.0 cites)
1015,Universidade Federal de Sao Carlos,1,10.0,10.0,1. Proton exchange membrane based on sulfonated poly (aromatic imide-co-aliphatic imide) for direct methanol fuel cell (10.0 cites)
1016,Universidade Federal do Parana,7,10.0,1.4285714285714286,"1. Social principles of emancipatory agroecologies Principios sociales de las agroecologías emancipadoras (4.0 cites)
2. Inventory of Agroecological Practices as part of the ""Peasant to Peasant"" Methodology in Ceará: An instrument to decolonize a territory and (re)value peasant knowledge Inventário de Práticas Agroecológicas na Metodologia ""de Camponês/a a Camponês/a"" no Ceará: Um instrumento para descolonizar o território e (re)valorizar o conhecimento camponês (2.0 cites)
3. Agroecology and La Vía Campesina I. The symbolic and material construction of agroecology through ""peasant-to-peasant"" processes Agroecología y La Vía Campesina I. La construcción simbólica y material de la agroecología a través de los procesos de ""campesina(o) a campesina(o)"" (2.0 cites)"
60,American College of Physicians,2,10.0,5.0,"1. Comparison of a Hemostatic Powder and Standard Treatment in the Control of Active Bleeding From Upper Nonvariceal Lesions (10.0 cites)
2. IN RESPONSE (0.0 cites)"
991,The Institute of Experimental Biology of the Czech Academy of Sciences,1,10.0,10.0,1. Factors affecting photobiological hydrogen production in five filamentous cyanobacteria from Thailand (10.0 cites)
150,Baishideng Publishing Group Inc,11,10.0,0.9090909090909091,"1. Validation model of fibrosis-8 index score to predict significant fibrosis among patients with nonalcoholic fatty liver disease (3.0 cites)
2. Cytomegalovirus infection in liver-transplanted children (3.0 cites)
3. Pediatric liver transplantation outcomes from a single center in Thailand (1.0 cites)"
904,Silpakorn University,24,10.0,0.4166666666666667,"1. A literature perspective of key factors influencing creativity and a conceptual model for virtual learning team work (3.0 cites)
2. Representations of single women in Thai films: The reproduction of patriarchy ideology (2.0 cites)
3. Emotion recognition of students during e-learning through online conference meeting (2.0 cites)"
418,HEC Press,4,10.0,2.5,"1. Risk factors for parenteral nutrition-dependence and mortality with the short bowel syndrome: A 10-year retrospective study in Thailand (4.0 cites)
2. Effects of grass jelly on glycemic control: Hydrocolloids may inhibit gut carbohydrase (4.0 cites)
3. Growth and nutritional status of pediatric patients treated with the ketogenic diet (1.0 cites)"
183,Brill Nijhoff,2,10.0,5.0,"1. International investment arbitration in Thailand: Limiting contract-based claims while maintaining treaty-based abbrev isds (8.0 cites)
2. Special issue: International investment arbitration in Southeast Asia (2.0 cites)"
411,Green Wave Publishing of Canada,3,10.0,3.3333333333333335,"1. Green diesel production through simultaneous deoxygenation of palmitic acid and desulfurization of 4,6-Dimethyl-dibenzothiophene over commercial CoMo/Al2O3 (5.0 cites)
2. Enhancing the potential of sugarcane bagasse for the production of ENplus quality fuel pellets by torrefaction: an economic feasibility study (5.0 cites)
3. Enzymatic esterification/transesterification of rice bran acid oil for subsequent γ-oryzanol recovery (0.0 cites)"
638,Korean Society for Microbiolog and Biotechnology,1,10.0,10.0,"1. Fermented unpolished black rice (Oryza sativa L.) inhibits melanogenesis via ERK, p38, and AKT phosphorylation in B16F10 melanoma cells (10.0 cites)"
763,Nickan Research Institute,2,10.0,5.0,"1. Chemical compositions of essential oils of Amomum verum and Cinnamomum parthenoxylon and their in vitro biological properties (9.0 cites)
2. Rhinacanthin-C enhances chemosensitivity of breast cancer cells via the downregulation of P-glycoprotein through inhibition of Akt/NF-kappa B signaling pathway (1.0 cites)"
24,"Academic Enhancement Department, King Mongkut's University of Technology North Bangkok",6,10.0,1.6666666666666667,"1. Comparison of dynamic headspace trapping on tenax TA and headspace stir bar sorptive extraction for analysis of grilled chicken (Yakitori) volatiles (3.0 cites)
2. Flavor Profile in Fresh-squeezed Juice of Four Thai Lime Cultivars: Identification of Compounds that Influence Fruit Selection by Master Chefs (3.0 cites)
3. Bioethanol Production by Pichia stipitis Immobilized on Water Hyacinth and Thin-shell Silk Cocoon (2.0 cites)"
371,Ferrata Storti Foundation,1,10.0,10.0,1. Acute leucoencephalomyelopathy and quadriparesis after CAR T-cell therapy (10.0 cites)
283,Dustri-Verlag Dr. Karl Feistle,2,10.0,5.0,"1. The prevalence of normoalbuminuria and renal impairment in type 2 diabetes mellitus (10.0 cites)
2. Validity of estimated glomerular filtration rate equations in stage 5 chronic kidney disease patients: A cross-sectional study (0.0 cites)"
667,Korean Spinal Neurosurgery Society,4,10.0,2.5,"1. Successful Criteria for Indirect Decompression With Lateral Lumbar Interbody Fusion (5.0 cites)
2. A 30-Year Worldwide Research Productivity of Scientific Publication in Full-Endoscopic Decompression Spine Surgery: Quantitative and Qualitative Analysis (4.0 cites)
3. The Role and Clinical Outcomes of Endoscopic Spine Surgery of Treating Spinal Metastases; Outcomes of 29 Cases From 8 Countries (1.0 cites)"
639,Korean Society for Microbiology and Biotechnology,2,10.0,5.0,"1. Two Flavonoid-based compounds from murraya paniculata as novel human carbonic anhydrase isozyme II inhibitors detected by a resazurin yeast-based assay (8.0 cites)
2. Oxidized carbon nanosphere-based subunit vaccine delivery system elicited robust th1 and cytotoxic t cell responses (2.0 cites)"
374,Friedr. Vieweg und Sohn Verlags GmbH,2,10.0,5.0,"1. Direct Analysis of Synthetic Phenolic Antioxidants, and Fatty Acid Methyl Ester Stability in Biodiesel by Liquid Chromatography and High-Resolution Mass Spectrometry (8.0 cites)
2. Studies on the Extraction of Several Polyphenols with Different Silica Hydride Stationary Phases (2.0 cites)"
375,Friends Science Publishers,3,10.0,3.3333333333333335,"1. Bacillus subtilis N3 as a biocontrol agent for Curvularia lunata and its antifungal protein properties (4.0 cites)
2. Physiological mechanisms of the seedling stage salt tolerance of near isogenic rice lines with the 'KDML105' genetic background (4.0 cites)
3. Photosynthetic Parameters and Biomass Recovery of a Rice Chromosome Segment Substitution Line with a ‘KDML 105’ Genetic Background under Drought Conditions (2.0 cites)"
184,British Herpetological Society,3,9.0,3.0,"1. New localities for Tylototriton uyenoi, T. Panhai and T. Anguliceps in Thailand with remarks on the southernmost distribution of the genus (9.0 cites)
2. First reproduction of Panha's crocodile newt Tylototriton panhai in captivity, with a description of the courtship behaviour, eggs and larval development (0.0 cites)
3. Ecology and colour variation of Oreophryne monticola (Anura: Microhylidae) with reference to vocalisation and predicted habitat suitability (0.0 cites)"
422,HeteroCorporation,1,9.0,9.0,1. Curcuminoids in Multi-Component Synthesis (9.0 cites)
914,Societas Europaea Herpetologica,2,9.0,4.5,"1. Composition, distribution, and habitat type of snakes in java, with discussion on the impact of human-snake interactions during 2013–2019 (6.0 cites)
2. New locality of the angular-headed crocodile newt tylototriton anguliceps le et al., 2015, with remarks on the distribution of the genus in thailand (3.0 cites)"
896,Senckenbergische Naturforschende Gesellschaft,1,9.0,9.0,"1. A taxonomic revision of the genus Phrynoglossus in Indochina with the description of a new species and comments on the classification within Occidozyginae (Amphibia, Anura, Dicroglossidae) (9.0 cites)"
888,Science Publishing Corporation Inc,1,9.0,9.0,1. Prioritizing factors affecting traffic volume of public-private partnership infrastructure projects (9.0 cites)
1026,Universiti Kebangsaan Malaysia Press,2,9.0,4.5,"1. Constructing an academic thai plagiarism corpus for benchmarking plagiarism detection systems (6.0 cites)
2. Cooperative corpus consultation for acquisition of adjective + preposition collocations (3.0 cites)"
447,ISEC Press,8,9.0,1.125,"1. Integrating building information modeling and visual programming for building life-cycle cost analysis (6.0 cites)
2. Key knowledge enabler factors for effective BIM implementation in construction organizations (2.0 cites)
3. A Relational database management system for life-cycle cost analysis of bim projects (1.0 cites)"
993,The Japanese Society of Animal Reproduction (JSAR),1,9.0,9.0,1. Identification of feline kiss1 and distribution of immunoreactive kisspeptin in the hypothalamus of the domestic cat (9.0 cites)
88,American Society of Exercise Physiologists,18,9.0,0.5,"1. Effects of Two Rehabilitation Programs on Dynamic Balance in Athletes with Functional Ankle Instability (2.0 cites)
2. The Activity Profiles of Winning Male Amateur Boxers in the 2012 Olympic Games (2.0 cites)
3. Fluid Containing Highly Branched Cyclic Dextrin: An Alternative Ergogenic Aid to Enhance Endurance Exercise Performance in Long-Distance Runners (2.0 cites)"
222,Chinese Ceramic Society,1,9.0,9.0,"1. Chiral nanocomposite of sulfobutyl ether-β-cyclodextrin embedded in carbon nanofibers for enantioselective electrochemical discrimination of amlodipine, metoprolol and clenbuterol enantiomers (9.0 cites)"
216,Chemical Society of Japan,7,9.0,1.2857142857142858,"1. PDMS-based microfluidic device for infrared-transmission spectro-electrochemistry (3.0 cites)
2. Impact of Morphology and Transition Metal Doping of Vanadate Nanowires without Surface Modification on the Performance of Aqueous Zinc-Ion Batteries (3.0 cites)
3. Enhancing Antibacterial Activity against Propionibacterium acnes and Staphylococcus aureus by Combination of Tetracycline with Selected Compounds (1.0 cites)"
305,Editura Universitatii din Pitesti,9,9.0,1.0,"1. Acute effect of different normobaric hypoxic conditions on shuttle repeated sprint performance in futsal players (4.0 cites)
2. The comparison of offline and online nutrition education on body mass index in rugby athletes during the covid-19 pandemic (The body mass index profile of jakarta athletes during covid-19 pandemic) (2.0 cites)
3. Effect of Supervised Rehabilitation Program Combined with Blood Flow Restriction Training on Muscle Activation and Postural Control in Athletes with Chronic Ankle Instability: A Randomized Controlled Trial (2.0 cites)"
711,Materials and Energy Research Center,1,9.0,9.0,1. Experimental investigations on strengthened reinforced concrete columns under monotonic axial loading (9.0 cites)
719,Medical Science International,1,9.0,9.0,1. Performance of breast magnetic resonance imaging in axillary nodal staging in newly diagnosed breast cancer patients (9.0 cites)
519,International Journal of Ophthalmology (c/o Editorial Office),4,9.0,2.25,"1. Association between visual status and mental health status in thai rural elderly: A community-based study (6.0 cites)
2. Relation between early postoperative deviation and long-term outcome after unilateral lateral rectus recession and medial rectus resection for adult exotropia (2.0 cites)
3. Efficacy and safety of accelerated corneal collagen cross-linking in patients with keratoconus 角膜胶原交联术治疗圆锥角膜的疗效和安全性研究 (1.0 cites)"
849,Resilience Alliance,2,9.0,4.5,"1. Hydrosocial rupture: Causes and consequences for transboundary governance (8.0 cites)
2. Gendered vulnerability and inequality: understanding drivers of climate-smart agriculture dis-and nonadoption among smallholder farmers in Malawi and Zambia (1.0 cites)"
205,Center for Environmental and Energy Research and Studies,1,9.0,9.0,1. Iron nanoparticle-modified water treatment residues for adsorption of As(III) and As(V) and their cement-based solidification/stabilization (9.0 cites)
561,Japan Petroleum Institute,3,9.0,3.0,"1. Effects of reversibility on enhanced oil recovery using sodium dodecylbenzene sulfonate (SDBS) (6.0 cites)
2. Effect of Single-walled carbon nanotube catalysts on hydrothermal pretreatment of cellulose (2.0 cites)
3. Decarbonylation of furfural to furan over Titania-supported palladium nanoparticles prepared by a photo-assisted deposition method (1.0 cites)"
388,Gebruder Borntraeger Verlagsbuchhandlung,1,9.0,9.0,1. Thermal behaviour of calcite-structure carbonates: A powder x-ray diffraction study between 83 and 618 k (9.0 cites)
392,Gemological Institute of America (GIA),2,9.0,4.5,"1. Mineral inclusions in ruby and sapphire from the bo welu gem deposit in Chanthaburi, Thailand (7.0 cites)
2. Corundum with spinel corona from the Tan Huongtruc Lau area in Northern Vietnam (2.0 cites)"
15,ASEAN University Network/Southeast Asia Engineering Education Development Network,5,8.0,1.6,"1. A bim-database-integrated system for construction cost estimation (6.0 cites)
2. Shear performance of special dry joints for precast concrete segments (1.0 cites)
3. FE solutions of near-tip field for mode-I cracks with residual surface tension (1.0 cites)"
617,Korean Association of Anatomists,3,8.0,2.6666666666666665,"1. Cranial index in a modern people of Thai ancestry (6.0 cites)
2. Localization of infraorbital foramen and accessory infraorbital foramen with reference to facial bony landmarks: predictive method and its accuracy (1.0 cites)
3. Morphological analysis and morphometry of the occipital condyle and its relationship to the foramen magnum, jugular foramen, and hypoglossal canal: implications for craniovertebral junction surgery (1.0 cites)"
22,Academic Association of Pharmaceutical Sciences from Antofagasta (ASOCIFA),2,8.0,4.0,"1. Molecular simulation of compounds from n-hexane fraction of Sonchus arvensis L. leaves as SARS-CoV-2 antiviral through inhibitor activity targeting strategic viral protein Simulación molecular de compuestos de la fracción de n-hexano de las hojas de Sonchus arvensis L. como antivirales del SARS-CoV-2 a través de la actividad inhibidora dirigida a la proteína viral estratégica (8.0 cites)
2. Anticancer effect of Triphala extract on the hepatocellular carcinoma cells in mice (0.0 cites)"
563,Japan Prosthodontic Society,4,8.0,2.0,"1. Impact of hybrid layer formation on the 15-year survival, complications, and failures of full-coverage retainers (4.0 cites)
2. Comparison of the shear bond strength of composite resins with zirconia and titanium using different resin cements (2.0 cites)
3. Stress distribution of one-piece and two-piece mini-Implant overdentures with various attachment systems and diameters: A finite element analysis (1.0 cites)"
622,Korean Endocrine Society,2,8.0,4.0,"1. Molecular correlates and nuclear features of encapsulated follicular-patterned thyroid neoplasms (7.0 cites)
2. Aldosterone rapidly enhances levels of the striatin and caveolin-1 proteins in rat kidney: The role of the mineralocorticoid receptor (1.0 cites)"
332,Endocrine Society,4,8.0,2.0,"1. Interrupting Prolonged Sitting Reduces Postprandial Glucose Concentration in Young Men with Central Obesity (3.0 cites)
2. Salt Sensitivity of Blood Pressure and Aldosterone: Interaction Between the Lysine-specific Demethylase 1 Gene, Sex, and Age (3.0 cites)
3. Long-read Amplicon Sequencing of the CYP21A2 in 48 Thai Patients With Steroid 21-Hydroxylase Deficiency (2.0 cites)"
765,Nordic Association of Occupational Safety and Health,1,8.0,8.0,1. Effects of an active break and postural shift intervention on preventing neck and low-back pain among high-risk office workers: A 3-arm cluster-randomized controlled trial (8.0 cites)
251,Common Ground Research Networks,13,8.0,0.6153846153846154,"1. Using factor analysis techniques to identify SME information systems' functionality requirements (3.0 cites)
2. Framework for communication model encouraging innovation in thai small and medium family businesses (1.0 cites)
3. Variability of English past-tense morphology by L1 Thai and L1 French learners (1.0 cites)"
660,Korean Society of Nursing Science,4,8.0,2.0,"1. A concept analysis of quality nursing care (5.0 cites)
2. The Effect of a Brief HIV Prevention Program on Risk Reduction Behaviors Among Thai Men Diagnosed With Sexually Transmitted Infections (2.0 cites)
3. The Adaptation of the Buddhist Death Acceptance Scale for Vietnamese Persons with Cancer (1.0 cites)"
573,Japanese Society for Food Science and Technology,1,8.0,8.0,"1. Characterization of Acid- And Pepsin-soluble Collagens Extracted from Scales of Carp and Lizardfish Caught in Japan, Bangladesh and Vietnam with a Focus on Thermostability (8.0 cites)"
603,King Mongkut's Institute of Technology Ladkrabang,8,8.0,1.0,"1. Identification and plant growth-promoting activities of proteobacteria isolated from root nodules and rhizospheric soils (4.0 cites)
2. Size Distributions of Particulate Matter and Particle-bound Polycyclic Aromatic Hydrocarbons and Their Risk Assessments during Cable Sheath Burning (2.0 cites)
3. Adsorption of dye over lignin obtained from wastewater separation (1.0 cites)"
609,Korea Genome Organization,4,8.0,2.0,"1. Designing a novel mRNA vaccine against Vibrio harveyi infection in fish: an immunoinformatics approach (6.0 cites)
2. Genome characterization and mutation analysis of human influenza A virus in Thailand (2.0 cites)
3. Metagenomic analysis of viral genes integrated in whole genome sequencing data of Thai patients with Brugada syndrome (0.0 cites)"
636,Korean Society for Atmospheric Environment,1,8.0,8.0,"1. Air Pollution in Indian Cities and Comparison of MLR, ANN and CART Models for Predicting PM10 Concentrations in Guwahati, India (8.0 cites)"
1014,Universidad del Zulia,1,8.0,8.0,"1. Exploring the nexus between emotional dissonance, leadership, organizational commitment, job satisfaction and intention to leave among medical professionals in Thailand Explorando el nexo entre la disonancia emocional, el liderazgo, el compromiso organizacional, la satisfacción laboral y la intención de renunciar de los profesionales médicos en Tailandia (8.0 cites)"
452,Inderscience Enterprises Ltd.,3,8.0,2.6666666666666665,"1. The impact of financial and trade integration on business cycles in emerging markets (6.0 cites)
2. Development of an open government data assessment model: User-centric approach to identify the weighted components in Thailand (2.0 cites)
3. The attitude towards the new rice direct-seeding device (0.0 cites)"
473,Institute of Electrical Engineers of Japan,3,8.0,2.6666666666666665,"1. Work in the Time of Covid-19: Actuators and Sensors for Rehabilitation Robotics (7.0 cites)
2. New Method to Reduce Current and Voltage Distortions Under Overmodulation for Matrix Converters (1.0 cites)
3. Scheduling Method for Aggregated Photovoltaic-Battery Systems Considering Information Notified by Distribution System Operator 配電事業者からの情報提供に基づくアグリゲータの太陽光発電・蓄電池計画手法 (0.0 cites)"
177,Blue Eyes Intelligence Engineering and Sciences Publication,4,8.0,2.0,"1. Nitrate contamination in groundwater in sugarcane field, Suphan Buri Province, Thailand (5.0 cites)
2. A cross-sectional research on factors associated with depression among transgender women in Bangkok, Thailand (2.0 cites)
3. Influencing factors of Japanese visitors and non-visitors in visiting Thailand: A segmentation analysis (1.0 cites)"
203,Center for Academic Publications Japan,2,8.0,4.0,"1. Antioxidative and antiglycative properties of mycosporine-like amino acids-containing aqueous extracts derived from edible terrestrial cyanobacteria (7.0 cites)
2. Effects of different cooking methods and palm oil addition on the bioaccessibility of beta-carotene of sweet leaf (Sauropus androgynous) (1.0 cites)"
460,Informa UK Ltd,2,8.0,4.0,"1. Factors predicted with quality of life among hemodialysis patients in private hospital of Thailand (6.0 cites)
2. Acute kidney injury and cardiac arrest in the modern era: an updated systematic review and meta-analysis (2.0 cites)"
1028,Universiti Putra Malaysia,8,8.0,1.0,"1. Management of an outbreak of brucellosis in a multiple species ruminant farm in Malaysia (3.0 cites)
2. Expression and characterization of functional single-chain variable fragment against norfloxacin in Pichia pastoris GS115 (2.0 cites)
3. Antioxidant activities of local oregano and sweet basil leaves and application in a natural antioxidant enriched ravioli (1.0 cites)"
446,ISEAS - Yusof Ishak Institute,6,8.0,1.3333333333333333,"1. Inequality, sociocultures and habitus in Thailand (4.0 cites)
2. The roles of thailand’s city municipalities in the covid-19 crisis (2.0 cites)
3. Children of internal migrants: Does moving with parent(s) affect schooling progression? (1.0 cites)"
1076,Water Alternatives Association,1,7.0,7.0,1. The Political Ecology of Large Hydropower Dams in the Mekong Basin: A Comprehensive Review (7.0 cites)
1078,"Wildlife Disease Association, Inc.",1,7.0,7.0,1. Exposure of wild sumatran tiger (Panthera tigris sumatrae) to canine distemper virus (7.0 cites)
554,Japan Endocrine Society,1,7.0,7.0,1. Prevalence and diagnostic challenges of thyroid lymphoma: A multi-institutional study in non-western countries (7.0 cites)
589,Journal of Rheumatology,1,7.0,7.0,1. Functional and T cell receptor repertoire analyses of peripheral blood and infrapatellar fat pad T cells in knee osteoarthritis (7.0 cites)
632,Korean Nuclear Society,3,7.0,2.3333333333333335,"1. Development of gamma ray scanning coupled with computed tomographic technique to inspect a broken pipe structure inside laboratory scale vessel (7.0 cites)
2. Determination of X-ray and gamma-ray shielding capabilities of recycled glass derived from deteriorated silica gel (0.0 cites)
3. 2009–2022 Thailand public perception analysis of nuclear energy on social media using deep transfer learning technique (0.0 cites)"
537,International Union Against Tuberculosis and Lung Disease,2,7.0,3.5,"1. Monocyte-to-lymphocyte ratio as a predictor of TB among people living with HIV (7.0 cites)
2. Systematic TB screening using WHO radiograph categorisation and care outcomes (0.0 cites)"
307,Edward Elgar Publishing Ltd.,8,7.0,0.875,"1. Competition law in Thailand: in transition to an operational law (3.0 cites)
2. Will ASEAN mutual recognition arrangements induce skilled workers to move? A case study of the engineering labor market in Thailand (3.0 cites)
3. Thai exports of longan to China: Implications of Chinese investment on Thai stakeholders (1.0 cites)"
766,North Carolina State University,3,7.0,2.3333333333333335,"1. Hydrolysate from phosphate supplemented sugarcane leaves for enhanced oil accumulation in Candida sp. NG17 (4.0 cites)
2. Naganishia cerealis IN1S2.5 Oil Production from the Hydrolysate of NaOH-Impregnated & Catalyst Steam Explosion Pretreated Oil Palm Empty Fruit Bunch (2.0 cites)
3. Evaluation of Sugarcane Leaves as a Substrate for Production of Palmitoleic Acid Using Cyberlindnera subsufficiens NG8.2 (1.0 cites)"
285,ECTI Association,6,7.0,1.1666666666666667,"1. CU-MAC: A duty-cycle MAC protocol for internet of things in wireless sensor networks (6.0 cites)
2. Cascading models of cnn and gru with autoencoder loss for precipitation forecast in Thailand (1.0 cites)
3. Machine Reading Comprehension Using Multi-Passage BERT with Dice Loss on Thai Corpus (0.0 cites)"
745,National Institute of Public Health NIH – National Research Institute,4,7.0,1.75,"1. EFFECT OF HEAT EXPOSURE ON DEHYDRATION AND KIDNEY FUNCTION AMONG SEA SALT WORKERS IN THAILAND (4.0 cites)
2. INVESTIGATION OF KIDNEY FUNCTION CHANGES IN SEA SALT WORKERS DURING HARVEST SEASON IN THAILAND (2.0 cites)
3. IMPACT OF ENVIRONMENTAL HEAT EXPOSURE ON THE HEALTH STATUS IN FARMWORKERS, NAKHON RATCHASIMA, THAILAND (1.0 cites)"
212,Centro de Estudos de Venenos e Animais Peconhentos,2,7.0,3.5,"1. Suppression of cardiomyocyte functions by β-CTX isolated from the Thai king cobra (Ophiophagus hannah) venom via an alternative method (7.0 cites)
2. Comparative compositional and functional venomic profiles among venom specimens from juvenile, subadult and adult Russell’s viper (Daboia siamensis): correlation with renal pathophysiology in experimental rabbits (0.0 cites)"
228,Chinese Society of Metals,1,7.0,7.0,1. Controlling the strength of Zr (10 1¯ 2) grain boundary by nonmetallic impurities doping: A DFT study (7.0 cites)
680,M Y U Scientific Publishing Division,1,7.0,7.0,1. Characterization and optimization of thermally grown iridium oxide and its application to pH sensors (7.0 cites)
814,Polish Ultrasound Society,1,7.0,7.0,1. Comparison of sonographic hepatorenal ratio and the degree of hepatic steatosis in magnetic resonance imaging-proton density fat fraction (7.0 cites)
938,Springer India,2,7.0,3.5,"1. Transient expression of the homogentisate phytyltransferase gene from Clitoria ternatea causes metabolic enhancement of α-tocopherol biosynthesis and chlorophyll degradation in tomato leaves (5.0 cites)
2. Synechocystis PCC 6803 cells heterologously expressing bacterial tyrosine ammonia lyase can use exogenous tyrosine for p-coumaric acid production (2.0 cites)"
180,Brazilian Association of Computational Mechanics,1,7.0,7.0,1. Finite element analysis of reinforced concrete pile cap using ATENA (7.0 cites)
