,from,to,weight
91237,Lychkovskaya N.,Sirunyan A.M.,416
91265,Lyons L.,Sirunyan A.M.,416
98443,Netrakanti P.K.,Sirunyan A.M.,416
98450,Neu C.,Sirunyan A.M.,416
100548,Ogul H.,Sirunyan A.M.,416
100588,Oh S.B.,Sirunyan A.M.,416
100592,Oh Y.D.,Sirunyan A.M.,416
100654,Ojalvo I.,Sirunyan A.M.,416
100732,Olaiya E.,Sirunyan A.M.,416
94953,Merschmeyer M.,Sirunyan A.M.,416
13319,Ahmad A.,Sirunyan A.M.,416
89754,Liu T.,Sirunyan A.M.,416
89906,Lo K.H.,Sirunyan A.M.,416
89922,Lobanov A.,Sirunyan A.M.,416
89928,Locci E.,Sirunyan A.M.,416
89993,Lohmann W.,Sirunyan A.M.,416
90094,Lokhtin I.,Sirunyan A.M.,416
99214,Nikitenko A.,Sirunyan A.M.,416
99678,Nogima H.,Sirunyan A.M.,416
99840,Noonan D.,Sirunyan A.M.,416
101215,Orfanelli S.,Sirunyan A.M.,416
101218,Organtini G.,Sirunyan A.M.,416
101228,Orimoto T.,Sirunyan A.M.,416
101306,Orsini L.,Sirunyan A.M.,416
101323,Ortona G.,Sirunyan A.M.,416
101363,Osherson M.,Sirunyan A.M.,416
88621,Ligabue F.,Sirunyan A.M.,416
88735,Liko D.,Sirunyan A.M.,416
88767,Lim J.,Sirunyan A.M.,416
89386,Lin W.,Sirunyan A.M.,416
89436,Lincoln D.,Sirunyan A.M.,416
89458,Lindén T.,Sirunyan A.M.,416
89549,Lipinski M.,Sirunyan A.M.,416
89563,Lipton R.,Sirunyan A.M.,416
89592,Litov L.,Sirunyan A.M.,416
100475,Ochando C.,Sirunyan A.M.,416
101641,Pacher L.,Sirunyan A.M.,416
101663,Padley B.P.,Sirunyan A.M.,416
101704,Paganis E.,Sirunyan A.M.,416
101707,Paganoni M.,Sirunyan A.M.,416
87120,Lehti S.,Sirunyan A.M.,416
87354,Lelas D.,Sirunyan A.M.,416
87377,Lemaitre V.,Sirunyan A.M.,416
87439,Lenzi P.,Sirunyan A.M.,416
87449,Leonardo N.,Sirunyan A.M.,416
87792,Lethuillier M.,Sirunyan A.M.,416
87795,Letts J.,Sirunyan A.M.,416
13983,Akchurin N.,Sirunyan A.M.,416
117022,Sirunyan A.M.,Zhokin A.,416
100945,Onel Y.,Sirunyan A.M.,416
100949,Onengut G.,Sirunyan A.M.,416
101208,Oreshkin V.,Sirunyan A.M.,416
117033,Sirunyan A.M.,Zhu R.Y.,416
102071,Panagiotou A.,Sirunyan A.M.,416
102155,Pandey S.,Sirunyan A.M.,416
102199,Pandolfi F.,Sirunyan A.M.,416
102442,Pant L.M.,Sirunyan A.M.,416
102448,Pantaleo F.,Sirunyan A.M.,416
102593,Papadopoulos I.,Sirunyan A.M.,416
102621,Pape L.,Sirunyan A.M.,416
117059,Sirunyan A.M.,Zolkapli Z.,416
86344,Lee J.S.H.,Sirunyan A.M.,416
117060,Sirunyan A.M.,Zorbakir I.S.,416
86365,Lee K.S.,Sirunyan A.M.,416
117061,Sirunyan A.M.,Zorbilmez C.,416
117063,Sirunyan A.M.,Zou D.,416
86516,Lee Y.J.,Sirunyan A.M.,416
87089,Leggat D.,Sirunyan A.M.,416
84958,Lange C.,Sirunyan A.M.,416
84962,Lange D.,Sirunyan A.M.,416
102666,Paramatti R.,Sirunyan A.M.,416
102669,Paramesvaran S.,Sirunyan A.M.,416
102678,Parashar N.,Sirunyan A.M.,416
102855,Parker A.,Sirunyan A.M.,416
102945,Pashenkov A.,Sirunyan A.M.,416
102999,Pastika N.,Sirunyan A.M.,416
103004,Pastrone N.,Sirunyan A.M.,416
103028,Pata J.,Sirunyan A.M.,416
85019,Lannon K.,Sirunyan A.M.,416
85439,Lassila-Perini K.,Sirunyan A.M.,416
85452,Lath A.,Sirunyan A.M.,416
85591,Lawhorn J.M.,Sirunyan A.M.,416
86158,Lecoq P.,Sirunyan A.M.,416
86162,Ledovskoy A.,Sirunyan A.M.,416
103583,Paulini M.,Sirunyan A.M.,416
103594,Paus C.,Sirunyan A.M.,416
103598,Pauss F.,Sirunyan A.M.,416
103659,Pavlov B.,Sirunyan A.M.,416
103764,Pedraza I.,Sirunyan A.M.,416
103773,Pedro K.,Sirunyan A.M.,416
103850,Pekkanen J.,Sirunyan A.M.,416
103869,Pellett D.,Sirunyan A.M.,416
103875,Pelliccioni M.,Sirunyan A.M.,416
84624,Laktineh I.B.,Sirunyan A.M.,416
84725,Lamichhane K.,Sirunyan A.M.,416
84741,Lammel S.,Sirunyan A.M.,416
84804,Lanaro A.,Sirunyan A.M.,416
84810,Lander R.,Sirunyan A.M.,416
84829,Landsberg G.,Sirunyan A.M.,416
84942,Lanev A.,Sirunyan A.M.,416
104065,Perez E.,Sirunyan A.M.,416
104119,Perloff A.,Sirunyan A.M.,416
104177,Perrin G.,Sirunyan A.M.,416
83282,Kubota Y.,Sirunyan A.M.,416
83289,Kucher I.,Sirunyan A.M.,416
14020,Akgun B.,Sirunyan A.M.,416
83660,Kumar S.,Sirunyan A.M.,416
83681,Kumar V.,Sirunyan A.M.,416
83711,Kumari P.,Sirunyan A.M.,416
83990,Kunori S.,Sirunyan A.M.,416
84064,Kuo C.M.,Sirunyan A.M.,416
84263,Kuznetsova E.,Sirunyan A.M.,416
84341,Kyberd P.,Sirunyan A.M.,416
84365,Kyriakis A.,Sirunyan A.M.,416
103108,Patel R.,Sirunyan A.M.,416
103529,Patterson J.R.,Sirunyan A.M.,416
104303,Petrilli A.,Sirunyan A.M.,416
104318,Petrov V.,Sirunyan A.M.,416
104330,Petrucciani G.,Sirunyan A.M.,416
104477,Petyt D.,Sirunyan A.M.,416
104506,Pfeiffer A.,Sirunyan A.M.,416
105548,Piccolo D.,Sirunyan A.M.,416
105654,Pieri M.,Sirunyan A.M.,416
82755,Krasnikov N.,Sirunyan A.M.,416
82782,Kravchenko I.,Sirunyan A.M.,416
82792,Kreczko L.,Sirunyan A.M.,416
82804,Kress T.,Sirunyan A.M.,416
82980,Krolikowski J.,Sirunyan A.M.,416
83148,Krutelyov V.,Sirunyan A.M.,416
103885,Peltola T.,Sirunyan A.M.,416
104018,Penzo A.,Sirunyan A.M.,416
104041,Perelygin V.,Sirunyan A.M.,416
80470,Komm M.,Sirunyan A.M.,416
80555,Konecki M.,Sirunyan A.M.,416
80892,Konigsberg J.,Sirunyan A.M.,416
105657,Pierini M.,Sirunyan A.M.,416
105698,Pigazzini S.,Sirunyan A.M.,416
105824,Pinna D.,Sirunyan A.M.,416
105932,Piperov S.,Sirunyan A.M.,416
106121,Pistone C.,Sirunyan A.M.,416
106244,Pitzl D.,Sirunyan A.M.,416
80916,Konstantinov D.,Sirunyan A.M.,416
81137,Korytov A.,Sirunyan A.M.,416
81310,Kotlinski D.,Sirunyan A.M.,416
82506,Kovalskyi D.,Sirunyan A.M.,416
104204,Peruzzi M.,Sirunyan A.M.,416
104208,Pesaresi M.,Sirunyan A.M.,416
104281,Petkov P.,Sirunyan A.M.,416
107244,Potenza R.,Sirunyan A.M.,416
107395,Pozdnyakov A.,Sirunyan A.M.,416
77291,Kim V.,Sirunyan A.M.,416
77354,Kiminsu U.,Sirunyan A.M.,416
77489,Kinnunen R.,Sirunyan A.M.,416
77502,Kirakosyan M.,Sirunyan A.M.,416
77571,Kirsanov M.,Sirunyan A.M.,416
77576,Kirschenmann H.,Sirunyan A.M.,416
78212,Klein K.,Sirunyan A.M.,416
78228,Kleinwort C.,Sirunyan A.M.,416
78247,Klima B.,Sirunyan A.M.,416
79996,Klute M.,Sirunyan A.M.,416
80268,Kogler R.,Sirunyan A.M.,416
80363,Kokkas P.,Sirunyan A.M.,416
80388,Kolberg T.,Sirunyan A.M.,416
80435,Komaragiri J.R.,Sirunyan A.M.,416
14908,Albergo S.,Sirunyan A.M.,416
75784,Khan A.,Sirunyan A.M.,416
76545,Khukhunaishvili A.,Sirunyan A.M.,416
76708,Kiani B.,Sirunyan A.M.,416
76928,Kieseler J.,Sirunyan A.M.,416
15182,Albert A.,Sirunyan A.M.,416
77071,Kim D.H.,Sirunyan A.M.,416
77086,Kim G.N.,Sirunyan A.M.,416
15268,Albrow M.,Sirunyan A.M.,416
15356,Aleksandrov A.,Sirunyan A.M.,416
77203,Kim J.H.,Sirunyan A.M.,416
77254,Kim M.S.,Sirunyan A.M.,416
77285,Kim T.J.,Sirunyan A.M.,416
106987,Pooth O.,Sirunyan A.M.,416
107071,Popov A.,Sirunyan A.M.,416
95176,Micheli F.,Sirunyan A.M.,416
108617,Purohit A.,Sirunyan A.M.,416
108862,Qian S.J.,Sirunyan A.M.,416
108978,Qu H.,Sirunyan A.M.,416
109001,Quast G.,Sirunyan A.M.,416
109072,Rabady D.,Sirunyan A.M.,416
74206,Karneyeu A.,Sirunyan A.M.,416
74317,Kasemann M.,Sirunyan A.M.,416
13016,Adzic P.,Sirunyan A.M.,416
74781,Kaya O.,Sirunyan A.M.,416
74818,Kazana M.,Sirunyan A.M.,416
75072,Kellogg R.G.,Sirunyan A.M.,416
75387,Keshri S.,Sirunyan A.M.,416
75610,Khakzad M.,Sirunyan A.M.,416
108216,Prosper H.,Sirunyan A.M.,416
108276,Psallidas A.,Sirunyan A.M.,416
108279,Ptochos F.,Sirunyan A.M.,416
72834,Kalinowski A.,Sirunyan A.M.,416
72902,Kalogeropoulos A.,Sirunyan A.M.,416
72933,Kalsi A.K.,Sirunyan A.M.,416
109079,Rabbertz K.,Sirunyan A.M.,416
109106,Racz A.,Sirunyan A.M.,416
109185,Rahatlou S.,Sirunyan A.M.,416
109222,Raics P.,Sirunyan A.M.,416
109225,Raidal M.,Sirunyan A.M.,416
109420,Rander J.,Sirunyan A.M.,416
73143,Kamon T.,Sirunyan A.M.,416
73988,Kapoor A.,Sirunyan A.M.,416
74009,Kara O.,Sirunyan A.M.,416
74022,Karacheban O.,Sirunyan A.M.,416
74046,Karancsi J.,Sirunyan A.M.,416
74054,Karapinar G.,Sirunyan A.M.,416
74057,Karapostoli G.,Sirunyan A.M.,416
71564,Josa M.I.,Sirunyan A.M.,416
71587,Joshi U.,Sirunyan A.M.,416
71886,Jung A.W.,Sirunyan A.M.,416
71904,Jung H.,Sirunyan A.M.,416
109425,Rane A.,Sirunyan A.M.,416
109464,Ranjan K.,Sirunyan A.M.,416
109482,Rankin D.,Sirunyan A.M.,416
109506,Rappoccio S.,Sirunyan A.M.,416
109530,Raspereza A.,Sirunyan A.M.,416
109727,Rathjens D.,Sirunyan A.M.,416
109911,Ratti S.P.,Sirunyan A.M.,416
109951,Ravera F.,Sirunyan A.M.,416
72069,Juodagalvis A.,Sirunyan A.M.,416
72196,Kaadze K.,Sirunyan A.M.,416
72251,Kachanov V.,Sirunyan A.M.,416
72314,Kaestli H.C.,Sirunyan A.M.,416
110099,Regnard S.,Sirunyan A.M.,416
110142,Reid I.D.,Sirunyan A.M.,416
110172,Reis T.,Sirunyan A.M.,416
110186,Reithler H.,Sirunyan A.M.,416
69012,Janot P.,Sirunyan A.M.,416
69110,Janssen X.,Sirunyan A.M.,416
69497,Jarry P.,Sirunyan A.M.,416
69759,Jayatilaka B.,Sirunyan A.M.,416
69874,Jeitler M.,Sirunyan A.M.,416
69927,Jensen F.,Sirunyan A.M.,416
70098,Jessop C.,Sirunyan A.M.,416
70536,Jindariani S.,Sirunyan A.M.,416
71092,Johns W.,Sirunyan A.M.,416
71127,Johnson K.F.,Sirunyan A.M.,416
71131,Johnson M.,Sirunyan A.M.,416
71340,Jones M.,Sirunyan A.M.,416
67193,Ingram Q.,Sirunyan A.M.,416
67267,Innocente V.,Sirunyan A.M.,416
110448,Riccardi C.,Sirunyan A.M.,416
110463,Richards A.,Sirunyan A.M.,416
110473,Richman J.,Sirunyan A.M.,416
110499,Rieger M.,Sirunyan A.M.,416
110559,Rinkevicius A.,Sirunyan A.M.,416
67560,Iorio A.O.M.,Sirunyan A.M.,416
68195,Ivanov A.,Sirunyan A.M.,416
68356,Jabeen S.,Sirunyan A.M.,416
68461,Jafari A.,Sirunyan A.M.,416
12838,Adams T.,Sirunyan A.M.,416
68728,James T.,Sirunyan A.M.,416
109992,Razis P.A.,Sirunyan A.M.,416
110037,Rebassoo F.,Sirunyan A.M.,416
110077,Redondo I.,Sirunyan A.M.,416
110646,Rizzi A.,Sirunyan A.M.,416
110687,Robmann P.,Sirunyan A.M.,416
110746,Rodozov M.,Sirunyan A.M.,416
110767,Rodrigo T.,Sirunyan A.M.,416
110876,Roh Y.,Sirunyan A.M.,416
110879,Rohe T.,Sirunyan A.M.,416
110887,Rohlf J.,Sirunyan A.M.,416
66412,Husemann U.,Sirunyan A.M.,416
12834,Adams M.R.,Sirunyan A.M.,416
66773,Iashvili I.,Sirunyan A.M.,416
66776,Iaydjiev P.,Sirunyan A.M.,416
66844,Ignatenko M.,Sirunyan A.M.,416
66870,Iiyama Y.,Sirunyan A.M.,416
66915,Iles G.,Sirunyan A.M.,416
66935,Ille B.,Sirunyan A.M.,416
67112,Incandela J.,Sirunyan A.M.,416
64973,Hoorani H.R.,Sirunyan A.M.,416
65010,Horisberger R.,Sirunyan A.M.,416
65044,Hortiangtham A.,Sirunyan A.M.,416
110991,Roland C.,Sirunyan A.M.,416
110994,Roland G.,Sirunyan A.M.,416
110997,Rolandi G.,Sirunyan A.M.,416
111022,Romeo F.,Sirunyan A.M.,416
111030,Romero L.,Sirunyan A.M.,416
111046,Ronchese P.,Sirunyan A.M.,416
111149,Rose A.,Sirunyan A.M.,416
111174,Roskes J.,Sirunyan A.M.,416
65053,Horvath D.,Sirunyan A.M.,416
65496,Hu Z.,Sirunyan A.M.,416
65654,Huang T.,Sirunyan A.M.,416
66179,Hughes E.,Sirunyan A.M.,416
110584,Ristori L.,Sirunyan A.M.,416
64211,Hirosky R.,Sirunyan A.M.,416
111185,Rosowsky A.,Sirunyan A.M.,416
111276,Rovelli C.,Sirunyan A.M.,416
111279,Rovelli T.,Sirunyan A.M.,416
111282,Rovere M.,Sirunyan A.M.,416
111287,Roy A.,Sirunyan A.M.,416
111313,Roy T.,Sirunyan A.M.,416
111434,Ruchti R.,Sirunyan A.M.,416
64219,Hirschauer J.,Sirunyan A.M.,416
64276,Hits D.,Sirunyan A.M.,416
64517,Hoepfner K.,Sirunyan A.M.,416
64537,Hofman D.J.,Sirunyan A.M.,416
64544,Hogan J.M.,Sirunyan A.M.,416
64563,Hohlmann M.,Sirunyan A.M.,416
64592,Hollar J.,Sirunyan A.M.,416
64723,Hong B.,Sirunyan A.M.,416
111519,Ruiz-Jimeno A.,Sirunyan A.M.,416
111595,Rumerio P.,Sirunyan A.M.,416
111796,Ryd A.,Sirunyan A.M.,416
111799,Rykaczewski H.,Sirunyan A.M.,416
111810,Ryutin R.,Sirunyan A.M.,416
63266,Heintz U.,Sirunyan A.M.,416
63299,Heller R.,Sirunyan A.M.,416
63444,Henderson C.,Sirunyan A.M.,416
63614,Hensel C.,Sirunyan A.M.,416
63682,Hernandez J.M.,Sirunyan A.M.,416
63710,Herndon M.,Sirunyan A.M.,416
63754,Hervé A.,Sirunyan A.M.,416
63925,Hildreth M.,Sirunyan A.M.,416
63931,Hill C.,Sirunyan A.M.,416
64007,Hindrichs O.,Sirunyan A.M.,416
64034,Hinzmann A.,Sirunyan A.M.,416
112201,Sagir S.,Sirunyan A.M.,416
112502,Sakulin H.,Sirunyan A.M.,416
62400,Harder K.,Sirunyan A.M.,416
62582,Harper S.,Sirunyan A.M.,416
62610,Harris P.,Sirunyan A.M.,416
62614,Harris R.M.,Sirunyan A.M.,416
62627,Hart A.,Sirunyan A.M.,416
62666,Hartmann F.,Sirunyan A.M.,416
62853,Hatakeyama K.,Sirunyan A.M.,416
62930,Hauser J.,Sirunyan A.M.,416
63154,Heath G.P.,Sirunyan A.M.,416
63157,Heath H.F.,Sirunyan A.M.,416
63169,Hebbeker T.,Sirunyan A.M.,416
63217,Hegde V.,Sirunyan A.M.,416
63221,Hegeman J.,Sirunyan A.M.,416
63252,Heindl M.,Sirunyan A.M.,416
61497,Hadley N.J.,Sirunyan A.M.,416
112582,Salerno R.,Sirunyan A.M.,416
112617,Saltzberg D.,Sirunyan A.M.,416
112621,Salur S.,Sirunyan A.M.,416
112833,Sanchez-Hernandez A.,Sirunyan A.M.,416
112859,Sanders S.,Sirunyan A.M.,416
61561,Hagopian V.,Sirunyan A.M.,416
61568,Hahn K.A.,Sirunyan A.M.,416
61597,Hajdu C.,Sirunyan A.M.,416
61616,Hakala J.,Sirunyan A.M.,416
61665,Halkiadakis E.,Sirunyan A.M.,416
61680,Hall G.,Sirunyan A.M.,416
61689,Haller J.,Sirunyan A.M.,416
62236,Hansen P.,Sirunyan A.M.,416
62242,Hanson G.,Sirunyan A.M.,416
112190,Safonov A.,Sirunyan A.M.,416
61202,Gurrola A.,Sirunyan A.M.,416
113171,Santanastasio F.,Sirunyan A.M.,416
113233,Santocchia A.,Sirunyan A.M.,416
113239,Santoro A.,Sirunyan A.M.,416
113282,Saoulidou N.,Sirunyan A.M.,416
113382,Sarica U.,Sirunyan A.M.,416
113436,Sarkar S.,Sirunyan A.M.,416
113440,Sarkar T.,Sirunyan A.M.,416
113626,Sauvan J.B.,Sirunyan A.M.,416
113654,Savin A.,Sirunyan A.M.,416
61221,Gutay L.,Sirunyan A.M.,416
61225,Guthoff M.,Sirunyan A.M.,416
61251,Gutsche O.,Sirunyan A.M.,416
61435,Ha S.,Sirunyan A.M.,416
61478,Haddad Y.,Sirunyan A.M.,416
61489,Hadjiiska R.,Sirunyan A.M.,416
113911,Schmitt M.H.,Sirunyan A.M.,416
60016,Gouskos L.,Sirunyan A.M.,416
60021,Gouzevitch M.,Sirunyan A.M.,416
60064,Govoni P.,Sirunyan A.M.,416
60099,Grab C.,Sirunyan A.M.,416
60173,Gras P.,Sirunyan A.M.,416
60303,Gray L.,Sirunyan A.M.,416
60322,Green D.,Sirunyan A.M.,416
60355,Greene S.,Sirunyan A.M.,416
60494,Gritsan A.V.,Sirunyan A.M.,416
60504,Grohsjean A.,Sirunyan A.M.,416
60560,Grunewald M.,Sirunyan A.M.,416
60683,Guchait M.,Sirunyan A.M.,416
60766,Guiducci L.,Sirunyan A.M.,416
60820,Guler Y.,Sirunyan A.M.,416
60926,Gunnellini P.,Sirunyan A.M.,416
59442,Godinovic N.,Sirunyan A.M.,416
59467,Goerlach U.,Sirunyan A.M.,416
113948,Schnetzer S.,Sirunyan A.M.,416
114018,Schulte J.F.,Sirunyan A.M.,416
114046,Schwandt J.,Sirunyan A.M.,416
59499,Goh J.,Sirunyan A.M.,416
59561,Goldstein J.,Sirunyan A.M.,416
59578,Golf F.,Sirunyan A.M.,416
59597,Golubev N.,Sirunyan A.M.,416
59604,Golutvin I.,Sirunyan A.M.,416
59607,Gomber B.,Sirunyan A.M.,416
59633,Gomez G.,Sirunyan A.M.,416
59671,Goncharov M.,Sirunyan A.M.,416
113671,Savrin V.,Sirunyan A.M.,416
113887,Schleper P.,Sirunyan A.M.,416
113899,Schmidt A.,Sirunyan A.M.,416
12775,Adam W.,Sirunyan A.M.,416
59048,Giammanco A.,Sirunyan A.M.,416
59138,Giffels M.,Sirunyan A.M.,416
114096,Sciacca C.,Sirunyan A.M.,416
114103,Scodellaro L.,Sirunyan A.M.,416
114116,Sculac T.,Sirunyan A.M.,416
114196,Seez C.,Sirunyan A.M.,416
114235,Seixas J.,Sirunyan A.M.,416
114247,Sekmen S.,Sirunyan A.M.,416
59142,Gigi D.,Sirunyan A.M.,416
59158,Gilbert A.,Sirunyan A.M.,416
59193,Gill K.,Sirunyan A.M.,416
59221,Gilmore J.,Sirunyan A.M.,416
59359,Glege F.,Sirunyan A.M.,416
59415,Gninenko S.,Sirunyan A.M.,416
59423,Go Y.,Sirunyan A.M.,416
114625,Sharan M.,Sirunyan A.M.,416
114659,Sharma R.,Sirunyan A.M.,416
58441,Garutti E.,Sirunyan A.M.,416
58445,Gary J.W.,Sirunyan A.M.,416
58453,Gascon S.,Sirunyan A.M.,416
58484,Gastler D.,Sirunyan A.M.,416
58587,Gavrilov V.,Sirunyan A.M.,416
58710,Geiser A.,Sirunyan A.M.,416
58801,Geralis T.,Sirunyan A.M.,416
58809,Gerber C.E.,Sirunyan A.M.,416
58878,Gershtein Y.,Sirunyan A.M.,416
58900,Geurts F.J.M.,Sirunyan A.M.,416
58971,Ghezzi A.,Sirunyan A.M.,416
57010,Foudas C.,Sirunyan A.M.,416
57029,Fouz M.C.,Sirunyan A.M.,416
57086,Francis B.,Sirunyan A.M.,416
114742,Sheldon P.,Sirunyan A.M.,416
114919,Shmatov S.,Sirunyan A.M.,416
57182,Franzoni G.,Sirunyan A.M.,416
57210,Freeman J.,Sirunyan A.M.,416
57735,Galanti M.,Sirunyan A.M.,416
57787,Gallinaro M.,Sirunyan A.M.,416
57794,Gallo E.,Sirunyan A.M.,416
57799,Galloni C.,Sirunyan A.M.,416
57877,Gandrajula R.P.,Sirunyan A.M.,416
57977,Ganjour S.,Sirunyan A.M.,416
58153,Garcia-Bellido A.,Sirunyan A.M.,416
114533,Shah M.A.,Sirunyan A.M.,416
115069,Si W.,Sirunyan A.M.,416
115072,Siado J.E.,Sirunyan A.M.,416
115168,Sikler F.,Sirunyan A.M.,416
115212,Silva P.,Sirunyan A.M.,416
56314,Field R.D.,Sirunyan A.M.,416
56375,Finco L.,Sirunyan A.M.,416
56431,Fiorendi S.,Sirunyan A.M.,416
56532,Flacher H.,Sirunyan A.M.,416
56595,Flix J.,Sirunyan A.M.,416
56606,Florent A.,Sirunyan A.M.,416
56628,Florez C.,Sirunyan A.M.,416
56653,Flügge G.,Sirunyan A.M.,416
56656,Focardi E.,Sirunyan A.M.,416
56786,Folgueras S.,Sirunyan A.M.,416
56932,Ford W.T.,Sirunyan A.M.,416
55608,Favart L.,Sirunyan A.M.,416
55665,Fedi G.,Sirunyan A.M.,416
115264,Simonis H.J.,Sirunyan A.M.,416
115333,Singh J.B.,Sirunyan A.M.,416
115787,Sirois Y.,Sirunyan A.M.,416
115791,Siroli G.P.,Sirunyan A.M.,416
115803,Sirunyan A.M.,Skinnari L.,416
115805,Sirunyan A.M.,Skovpen K.,416
115806,Sirunyan A.M.,Skovpen Y.,416
115808,Sirunyan A.M.,Skuja A.,416
55787,Feld L.,Sirunyan A.M.,416
55950,Ferguson T.,Sirunyan A.M.,416
55990,Fernandez M.,Sirunyan A.M.,416
56249,Ferri F.,Sirunyan A.M.,416
115026,Shukla P.,Sirunyan A.M.,416
115065,Shvetsov I.,Sirunyan A.M.,416
115841,Sirunyan A.M.,Snow G.R.,416
115842,Sirunyan A.M.,Snyder C.,416
115847,Sirunyan A.M.,Sobol A.,416
54675,Eusebi R.,Sirunyan A.M.,416
54683,Evangelou I.,Sirunyan A.M.,416
54686,Evans A.,Sirunyan A.M.,416
54698,Evdokimov O.,Sirunyan A.M.,416
54724,Everaerts P.,Sirunyan A.M.,416
55135,Fabozzi F.,Sirunyan A.M.,416
55146,Faccioli P.,Sirunyan A.M.,416
55268,Fallavollita F.,Sirunyan A.M.,416
55344,Fanfani A.,Sirunyan A.M.,416
55399,Fang W.,Sirunyan A.M.,416
55415,Fangmeier C.,Sirunyan A.M.,416
55573,Faure J.L.,Sirunyan A.M.,416
115867,Sirunyan A.M.,Somalwar S.,416
115900,Sirunyan A.M.,Spanier S.,416
115905,Sirunyan A.M.,Sperka D.,416
115908,Sirunyan A.M.,Sphicas P.,416
53362,Eckerlin G.,Sirunyan A.M.,416
53366,Ecklund K.M.,Sirunyan A.M.,416
53423,Eerola P.,Sirunyan A.M.,416
54028,Elmer P.,Sirunyan A.M.,416
54074,Elvira V.D.,Sirunyan A.M.,416
54243,Eno S.C.,Sirunyan A.M.,416
54272,Epshteyn V.,Sirunyan A.M.,416
54285,Erbacher R.,Sirunyan A.M.,416
54291,Erdmann M.,Sirunyan A.M.,416
54294,Erdmann W.,Sirunyan A.M.,416
115834,Sirunyan A.M.,Smith V.J.,416
115835,Sirunyan A.M.,Smith W.H.,416
115909,Sirunyan A.M.,Spiegel L.,416
115917,Sirunyan A.M.,Spiridonov A.,416
115918,Sirunyan A.M.,Spiropulu M.,416
115923,Sirunyan A.M.,Srimanobhas N.,416
115926,Sirunyan A.M.,Stadie H.,416
115928,Sirunyan A.M.,Stahl A.,416
115932,Sirunyan A.M.,Staiano A.,416
115950,Sirunyan A.M.,Starodumov A.,416
52982,Dupont N.,Sirunyan A.M.,416
53014,Duric S.,Sirunyan A.M.,416
53019,Durkin L.S.,Sirunyan A.M.,416
53101,Dutta D.,Sirunyan A.M.,416
53112,Dutta V.,Sirunyan A.M.,416
115852,Sirunyan A.M.,Soha A.,416
115856,Sirunyan A.M.,Solano A.,416
115972,Sirunyan A.M.,Stephans G.S.F.,416
115975,Sirunyan A.M.,Stickland D.,416
115991,Sirunyan A.M.,Stoynev S.,416
115993,Sirunyan A.M.,Strait J.,416
51588,Dobson M.,Sirunyan A.M.,416
51593,Dobur D.,Sirunyan A.M.,416
51668,Dolen J.,Sirunyan A.M.,416
51703,Dominguez A.,Sirunyan A.M.,416
51754,Donato S.,Sirunyan A.M.,416
51891,Dordevic M.,Sirunyan A.M.,416
51930,Doroba K.,Sirunyan A.M.,416
52082,Dozen C.,Sirunyan A.M.,416
52212,Dremin I.,Sirunyan A.M.,416
52476,Duarte J.,Sirunyan A.M.,416
52506,Dube S.,Sirunyan A.M.,416
52795,Dugad S.,Sirunyan A.M.,416
116038,Sirunyan A.M.,Sulimov V.,416
116041,Sirunyan A.M.,Sultanov G.,416
116045,Sirunyan A.M.,Summers S.,416
50613,Dev N.,Sirunyan A.M.,416
50724,Dewanjee R.K.,Sirunyan A.M.,416
51075,Diemoz M.,Sirunyan A.M.,416
51100,Dierlamm A.,Sirunyan A.M.,416
51174,Dilsiz K.,Sirunyan A.M.,416
51185,Dimitrov A.,Sirunyan A.M.,416
51197,Dinardo M.E.,Sirunyan A.M.,416
51400,Dissertori G.,Sirunyan A.M.,416
51434,Dittmann J.,Sirunyan A.M.,416
51437,Dittmar M.,Sirunyan A.M.,416
51441,Dittmer S.,Sirunyan A.M.,416
115958,Sirunyan A.M.,Steggemann J.,416
115969,Sirunyan A.M.,Stenson K.,416
116079,Sirunyan A.M.,Szillasi Z.,416
116080,Sirunyan A.M.,Szleper M.,416
116081,Sirunyan A.M.,Sznajder A.,416
50008,Dejardin M.,Sirunyan A.M.,416
50189,Delaere C.,Sirunyan A.M.,416
50205,Delcourt M.,Sirunyan A.M.,416
50214,Delgado A.,Sirunyan A.M.,416
50303,Demina R.,Sirunyan A.M.,416
50307,Demiragli Z.,Sirunyan A.M.,416
50312,Demiroglu Z.S.,Sirunyan A.M.,416
50338,Denegri D.,Sirunyan A.M.,416
50461,Depasse P.,Sirunyan A.M.,416
50481,Dermenev A.,Sirunyan A.M.,416
116003,Sirunyan A.M.,Strobbe N.,416
116012,Sirunyan A.M.,Stuart D.,416
116027,Sirunyan A.M.,Suarez I.,416
48323,Dalchenko M.,Sirunyan A.M.,416
48382,Damarseckin S.,Sirunyan A.M.,416
116097,Sirunyan A.M.,Tadel M.,416
116128,Sirunyan A.M.,Tao J.,416
116134,Sirunyan A.M.,Tapper A.,416
116144,Sirunyan A.M.,Tatar K.,416
48394,Damgov J.,Sirunyan A.M.,416
48880,Daskalakis G.,Sirunyan A.M.,416
48891,Dasu S.,Sirunyan A.M.,416
48935,Dauncey P.,Sirunyan A.M.,416
49074,David A.,Sirunyan A.M.,416
49105,Davies G.,Sirunyan A.M.,416
49152,Davignon O.,Sirunyan A.M.,416
116055,Sirunyan A.M.,Sur N.,416
116058,Sirunyan A.M.,Susa T.,416
116068,Sirunyan A.M.,Swain S.K.,416
